system:index,construction_year,count,latitude,longitude,presence,zone,.geo
+1715401+644229,2020,1,28.936060316533858,77.04856929257765,0.36250001192092896,7367591195169925,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04856929257765,28.936060316533858]}"
+1715403+644239,2020,2,28.936487016293814,77.04865912410607,0.6081249713897705,7367599785104526,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04865912410607,28.936487016293814]}"
+1715406+644232,2020,1,28.936195063826478,77.04879387139869,0.4803124964237213,7367612670006408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04879387139869,28.936195063826478]}"
+1715407+644230,2020,2,28.936105232298065,77.04881632928078,0.5467968583106995,7367612670006406,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04881632928078,28.936105232298065]}"
+1715407+644395,2020,91,28.94325473608404,77.04885704961647,0.9521093964576721,7367608375039263,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04885704961647,28.94325473608404]}"
+1715410+644030,2020,9,28.927012285366587,77.04893859997223,0.6138281226158142,7367629849875385,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04893859997223,28.927012285366587]}"
+1715411+644047,2020,1,28.92788564744837,77.04901845021972,0.39726561307907104,7367634144842703,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04901845021972,28.92788564744837]}"
+1715411+644231,2020,5,28.936096249145226,77.04898251760835,0.6860156059265137,7367629849875588,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04898251760835,28.936096249145226]}"
+1715412+644230,2020,2,28.93608277441596,77.04906336598393,0.5078125,7367638439810181,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04906336598393,28.93608277441596]}"
+1715413+644045,2020,1,28.92779581591996,77.04910828174813,0.0052343751303851604,7367642734777293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04910828174813,28.92779581591996]}"
+1715413+644419,2020,21,28.944459564440375,77.04906336598393,0.8934375047683716,7367634144843069,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04906336598393,28.944459564440375]}"
+1715414+644033,2020,9,28.92719693906388,77.04911826302906,0.36179688572883606,7367634144842687,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04911826302906,28.92719693906388]}"
+1715414+644401,2020,15,28.943743906597362,77.04909031544244,0.6889062523841858,7367638439810351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04909031544244,28.943743906597362]}"
+1715418+644027,2020,15,28.926858573640192,77.04921308519793,0.4860156178474426,7367642734777271,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04921308519793,28.926858573640192]}"
+1715418+644030,2020,2,28.927099621574765,77.04933286056915,0.5738281011581421,7367664209613757,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04933286056915,28.927099621574765]}"
+1715419+644028,2020,1,28.92703224792846,77.04937777633336,0.5738281011581421,7367668504581052,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04937777633336,28.92703224792846]}"
+1715419+644394,2020,97,28.94305698866945,77.04928285126468,0.9193750023841858,7367647029744920,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04928285126468,28.94305698866945]}"
+1715420+644045,2020,1,28.92779581591996,77.04942269209756,0.2127343714237213,7367672799548365,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04942269209756,28.92779581591996]}"
+1715421+644407,2020,20,28.943911592117065,77.04941820052115,0.9560937285423279,7367664209614129,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04941820052115,28.943911592117065]}"
+1715422+644038,2020,1,28.927481405570518,77.04951252362598,0.4065625071525574,7367681389482950,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04951252362598,28.927481405570518]}"
+1715426+644418,2020,11,28.944516729958455,77.04969626993409,0.5355468392372131,7367685684450625,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.04969626993409,28.944516729958455]}"
+1715427+644384,2020,2,28.943022259985785,77.0497146445649,0.3024218678474426,7367698569352480,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.0497146445649,28.943022259985785]}"
